id,year,course name,status,room assignment
2784022,4,bpt,not allowed,not assigned
2784027,1,mangement,not allowed,not assigned
2784028,2,mangement,not allowed,not assigned
2784029,3,mangement,not allowed,not assigned
2784088,1,bzc,allowed,Small room
2784089,2,bzc,allowed,Small room
2784090,3,bzc,allowed,Small room
2784108,1,zoology,allowed,Medium room
2784109,2,zoology,allowed,Medium room
2784136,1,coumputer science,allowed,Medium room
2784137,2,coumputer science,allowed,Medium room
2784138,3,coumputer science,allowed,Medium room
2784154,1,commerce,allowed,Auditorium
2784155,2,commerce,allowed,Auditorium
2784162,1,chemistry,allowed,Medium room
2784163,2,chemistry,allowed,Medium room
2784164,3,chemistry,allowed,Medium room
2784175,1,maths,allowed,Small room
2784176,2,maths,allowed,Small room
2784203,1,zoology,allowed,Medium room
2784204,2,zoology,allowed,Medium room
2784233,1,computer science,allowed,Medium room
2784234,2,computer science,allowed,Medium room
2784241,4,hindi,allowed,Small room
2784360,1,b.ed.,not allowed,not assigned
2784361,2,b.ed.,not allowed,not assigned
2784397,1,power systems engineering,not allowed,not assigned
2784398,2,power systems engineering,not allowed,not assigned
2784407,1,computer integrated manufacturing,not allowed,not assigned
2784408,2,computer integrated manufacturing,not allowed,not assigned
2784411,1,automobile engineering,not allowed,not assigned
2784412,2,automobile engineering,not allowed,not assigned
2784435,1,chemical engineering,allowed,Medium room
2784436,2,chemical engineering,allowed,Medium room
2784437,3,chemical engineering,allowed,Medium room
2784438,4,chemical engineering,allowed,Medium room
2784465,1,m.sc chemistry(analytical chemistry),not allowed,not assigned
2784466,2,m.sc chemistry(analytical chemistry),not allowed,not assigned
2784491,1,if,not allowed,not assigned
2784492,2,if,not allowed,not assigned
2784493,3,if,not allowed,not assigned
2784515,1,arts,allowed,Auditorium
2784516,2,arts,allowed,Auditorium
2784517,3,arts,allowed,Auditorium
2784531,1,arts,allowed,Auditorium
2784532,2,arts,allowed,Auditorium
2784533,3,arts,allowed,Auditorium
2784600,1,arts,allowed,Auditorium
2784601,2,arts,allowed,Auditorium
2784602,3,arts,allowed,Auditorium
2784617,1,kayachikitsa,not allowed,not assigned
2784618,2,kayachikitsa,not allowed,not assigned
2784619,3,kayachikitsa,not allowed,not assigned
2784632,1,rasshastra evum bhaisgya kalpana,not allowed,not assigned
2784633,2,rasshastra evum bhaisgya kalpana,not allowed,not assigned
2784634,3,rasshastra evum bhaisgya kalpana,not allowed,not assigned
2784671,1,electrical,allowed,Medium room
2784672,2,electrical,allowed,Medium room
2784673,3,electrical,allowed,Medium room
2784723,1,arts,allowed,Auditorium
2784724,2,arts,allowed,Auditorium
2784748,1,thermal power engineering,not allowed,not assigned
2784749,2,thermal power engineering,not allowed,not assigned
2784884,1,msc cs,not allowed,not assigned
2784885,2,msc cs,not allowed,not assigned
2784890,1,pgdca,not allowed,not assigned
2784899,1,electros & communicationnic,not allowed,not assigned
2784900,2,electros & communicationnic,not allowed,not assigned
2784901,3,electros & communicationnic,not allowed,not assigned
2784902,4,electros & communicationnic,not allowed,not assigned
2683699,2,home science,allowed,Small room
2683700,3,home science,allowed,Small room
2683688,3,urdu,allowed,Small room
2683686,1,urdu,allowed,Small room
2683698,1,home science,allowed,Small room
2683687,2,urdu,allowed,Small room
2784912,1,yes,not allowed,not assigned
2784913,2,yes,not allowed,not assigned
2784914,3,yes,not allowed,not assigned
2784915,1,math chemistry,not allowed,not assigned
2784916,2,math chemistry,not allowed,not assigned
2784927,1,dcp,not allowed,not assigned
2784928,2,dcp,not allowed,not assigned
2784929,3,dcp,not allowed,not assigned
2784948,1,mechanical engineering,allowed,Medium room
2784949,2,mechanical engineering,allowed,Medium room
2784950,3,mechanical engineering,allowed,Medium room
2784951,4,mechanical engineering,allowed,Medium room
2784989,1,pharmacognosy,not allowed,not assigned
2784990,2,pharmacognosy,not allowed,not assigned
2785019,1,deee,not allowed,not assigned
2785020,2,deee,not allowed,not assigned
2785021,3,deee,not allowed,not assigned
2785051,1,arts,allowed,Auditorium
2785052,2,arts,allowed,Auditorium
2785053,3,arts,allowed,Auditorium
2785078,1,science,allowed,Auditorium
2785079,2,science,allowed,Auditorium
2785093,4,physical education,not allowed,not assigned
2785095,1,physical education,not allowed,not assigned
2785099,4,environmental science,not allowed,not assigned
2785103,4,aqua culture,not allowed,not assigned
2785119,1,botany,allowed,Medium room
2785120,2,botany,allowed,Medium room
2785174,1,nanotechnology,allowed,Small room
2785175,2,nanotechnology,allowed,Small room
2785176,3,nanotechnology,allowed,Small room
2785177,4,nanotechnology,allowed,Small room
2785178,5,nanotechnology,allowed,Small room
2785191,4,statistics,not allowed,not assigned
2785218,4,history & archeology,not allowed,not assigned
2785223,1,history & archeology,not allowed,not assigned
2785230,1,management,allowed,Medium room
2785231,2,management,allowed,Medium room
2785301,1,mca,allowed,Small room
2785302,2,mca,allowed,Small room
2785326,1,mathematics,allowed,Medium room
2785327,2,mathematics,allowed,Medium room
2785328,3,mathematics,allowed,Medium room
2785329,1,commerce,allowed,Auditorium
2785343,1,english,allowed,Large room
2785344,2,english,allowed,Large room
2785367,1,history,allowed,Medium room
2785368,1,international business,not allowed,not assigned
2785369,2,international business,not allowed,not assigned
2785373,1,computer science,allowed,Medium room
2785374,2,computer science,allowed,Medium room
2785375,3,computer science,allowed,Medium room
2785379,1,chemstry,not allowed,not assigned
2785380,1,history,allowed,Medium room
2785381,2,history,allowed,Medium room
2785382,3,history,allowed,Medium room
2785388,1,geography,allowed,Small room
2785389,2,geography,allowed,Small room
2785390,3,geography,allowed,Small room
2785405,1,physics,allowed,Medium room
2785406,2,physics,allowed,Medium room
2785407,3,physics,allowed,Medium room
2785412,1,education,allowed,Large room
2785457,1,computer,allowed,Medium room
2785458,2,computer,allowed,Medium room
2785491,1,commerce,allowed,Auditorium
2785492,2,commerce,allowed,Auditorium
2785493,3,commerce,allowed,Auditorium
2636995,3,yoga,allowed,Small room
2636997,2,yoga,allowed,Small room
2637012,1,yoga,allowed,Small room
2637002,3,yoga,allowed,Small room
2637000,1,yoga,allowed,Small room
2637001,2,yoga,allowed,Small room
2637013,3,yoga,allowed,Small room
2636994,2,yoga,allowed,Small room
2636993,1,yoga,allowed,Small room
2636996,1,yoga,allowed,Small room
2637015,2,yoga,allowed,Small room
2785550,1,arts/science,not allowed,not assigned
2785574,1,b.ed,not allowed,not assigned
2785617,1,science,allowed,Auditorium
2785618,2,science,allowed,Auditorium
2785619,3,science,allowed,Auditorium
2785620,4,science,allowed,Auditorium
2785666,1,education,allowed,Large room
2785677,1,finance,allowed,Small room
2785678,2,finance,allowed,Small room
2785679,3,finance,allowed,Small room
2620066,1,nursing,allowed,Medium room
2620067,2,nursing,allowed,Medium room
2785735,1,computer science,allowed,Medium room
2785765,1,computer science,allowed,Medium room
2785830,1,computer science,allowed,Medium room
2785894,1,me,allowed,Small room
2785895,1,me,allowed,Small room
2785896,2,me,allowed,Small room
2785897,2,me,allowed,Small room
2785898,3,me,allowed,Small room
2785899,3,me,allowed,Small room
2785900,4,me,allowed,Small room
2785901,4,me,allowed,Small room
2785902,1,cse,allowed,Medium room
2785903,1,cse,allowed,Medium room
2785904,2,cse,allowed,Medium room
2785905,2,cse,allowed,Medium room
2785906,3,cse,allowed,Medium room
2785907,3,cse,allowed,Medium room
2785908,4,cse,allowed,Medium room
2785909,4,cse,allowed,Medium room
2693668,4,nursing,allowed,Medium room
2693665,2,nursing,allowed,Medium room
2693666,3,nursing,allowed,Medium room
2693663,1,nursing,allowed,Medium room
2693669,4,nursing,allowed,Medium room
2693667,3,nursing,allowed,Medium room
2693662,1,nursing,allowed,Medium room
2693664,2,nursing,allowed,Medium room
2785978,1,electrical engg,not allowed,not assigned
2785979,2,electrical engg,not allowed,not assigned
2785980,3,electrical engg,not allowed,not assigned
2785981,4,electrical engg,not allowed,not assigned
2786016,4,ee,allowed,Small room
2786017,4,ee,allowed,Small room
2786026,1,arts,allowed,Auditorium
2786027,2,arts,allowed,Auditorium
2786028,3,arts,allowed,Auditorium
2786044,1,science,allowed,Auditorium
2786045,2,science,allowed,Auditorium
2786046,3,science,allowed,Auditorium
2786047,1,arts,allowed,Auditorium
2786048,2,arts,allowed,Auditorium
2786049,3,arts,allowed,Auditorium
2786097,1,marathi,allowed,Small room
2786098,2,marathi,allowed,Small room
2786099,3,marathi,allowed,Small room
2786119,1,bsc mpe,not allowed,not assigned
2786120,2,bsc mpe,not allowed,not assigned
2786121,3,bsc mpe,not allowed,not assigned
2786131,1,bsc btmc,not allowed,not assigned
2786132,2,bsc btmc,not allowed,not assigned
2786133,3,bsc btmc,not allowed,not assigned
2786153,1,electronic,not allowed,not assigned
2786154,2,electronic,not allowed,not assigned
2786155,3,electronic,not allowed,not assigned
2786163,1,science,allowed,Auditorium
2786164,2,science,allowed,Auditorium
2786165,3,science,allowed,Auditorium
2786184,1,technician,not allowed,not assigned
2786185,1,lab technology,not allowed,not assigned
2786186,2,lab technology,not allowed,not assigned
2786226,1,commerce,allowed,Auditorium
2786227,2,commerce,allowed,Auditorium
2786228,3,commerce,allowed,Auditorium
2545861,3,engineering,allowed,Medium room
2545858,1,engineering,allowed,Medium room
2545862,3,engineering,allowed,Medium room
2545860,2,engineering,allowed,Medium room
2545859,2,engineering,allowed,Medium room
2545863,4,engineering,allowed,Medium room
2545864,4,engineering,allowed,Medium room
2545857,1,engineering,allowed,Medium room
2786230,1,bzc,allowed,Small room
2786231,2,bzc,allowed,Small room
2786232,3,bzc,allowed,Small room
2786248,1,mechanical engg,allowed,Small room
2786249,2,mechanical engg,allowed,Small room
2786250,1,mechanical engg,allowed,Small room
2786251,2,mechanical engg,allowed,Small room
2786252,3,mechanical engg,allowed,Small room
2786253,4,mechanical engg,allowed,Small room
2786266,1,biotechnology,allowed,Small room
2786267,2,biotechnology,allowed,Small room
2786268,3,biotechnology,allowed,Small room
2786269,4,biotechnology,allowed,Small room
2786369,1,general medicine,allowed,Small room
2786370,1,general medicine,allowed,Small room
2786371,2,general medicine,allowed,Small room
2786372,2,general medicine,allowed,Small room
2786373,3,general medicine,allowed,Small room
2786374,3,general medicine,allowed,Small room
2786429,1,mbbs,allowed,Medium room
2786430,1,mbbs,allowed,Medium room
2786431,2,mbbs,allowed,Medium room
2786432,2,mbbs,allowed,Medium room
2786433,3,mbbs,allowed,Medium room
2786434,3,mbbs,allowed,Medium room
2786435,4,mbbs,allowed,Medium room
2786436,4,mbbs,allowed,Medium room
2786437,5,mbbs,allowed,Medium room
2786438,5,mbbs,allowed,Medium room
2786466,1,civil,allowed,Medium room
2786467,2,civil,allowed,Medium room
2786468,3,civil,allowed,Medium room
2786491,1,education,allowed,Large room
2786492,2,education,allowed,Large room
2786513,1,computer science,allowed,Medium room
2786514,2,computer science,allowed,Medium room
2786515,3,computer science,allowed,Medium room
2786559,1,polotical,not allowed,not assigned
2786560,2,polotical,not allowed,not assigned
2786563,1,sociology,allowed,Small room
2786564,2,sociology,allowed,Small room
2518514,2,engg. & tech.,not allowed,not assigned
2518516,4,engg. & tech.,not allowed,not assigned
2518513,1,engg. & tech.,not allowed,not assigned
2518515,3,engg. & tech.,not allowed,not assigned
2786589,1,computer appplication,not allowed,not assigned
2786590,2,computer appplication,not allowed,not assigned
2786608,1,management,allowed,Medium room
2786614,1,commerce,allowed,Auditorium
2786615,2,commerce,allowed,Auditorium
2786616,3,commerce,allowed,Auditorium
2786633,1,computer application,allowed,Medium room
2786634,2,computer application,allowed,Medium room
2786635,3,computer application,allowed,Medium room
2786659,1,bio chemistry,allowed,Small room
2786660,2,bio chemistry,allowed,Small room
2786661,3,bio chemistry,allowed,Small room
2786665,1,buisiness administration,not allowed,not assigned
2786666,2,buisiness administration,not allowed,not assigned
2786667,3,buisiness administration,not allowed,not assigned
2786671,1,corporate secaratoryship,not allowed,not assigned
2786672,2,corporate secaratoryship,not allowed,not assigned
2786673,3,corporate secaratoryship,not allowed,not assigned
2786674,1,commerce,allowed,Auditorium
2786675,2,commerce,allowed,Auditorium
2786679,1,english,allowed,Large room
2786680,2,english,allowed,Large room
2786681,3,english,allowed,Large room
2786698,1,ee,allowed,Small room
2786699,2,ee,allowed,Small room
2786700,3,ee,allowed,Small room
2786701,4,ee,allowed,Small room
2786708,1,ee,allowed,Small room
2786709,2,ee,allowed,Small room
2786710,3,ee,allowed,Small room
2786720,1,digital communicati ons,not allowed,not assigned
2786721,2,digital communicati ons,not allowed,not assigned
2786722,1,mca,allowed,Small room
2786723,2,mca,allowed,Small room
2786724,3,mca,allowed,Small room
2786742,1,computer,allowed,Medium room
2786743,2,computer,allowed,Medium room
2786744,1,commerce,allowed,Auditorium
2786755,1,bio chemistry,allowed,Small room
2786756,2,bio chemistry,allowed,Small room
2786757,3,bio chemistry,allowed,Small room
2786805,1,english,allowed,Large room
2786841,1,commerce,allowed,Auditorium
2786842,2,commerce,allowed,Auditorium
2786843,3,commerce,allowed,Auditorium
2786935,1,english,allowed,Large room
2786936,2,english,allowed,Large room
2786956,1,m.i.l,not allowed,not assigned
2786957,2,m.i.l,not allowed,not assigned
2786958,3,m.i.l,not allowed,not assigned
2786965,1,history,allowed,Medium room
2786966,2,history,allowed,Medium room
2786967,3,history,allowed,Medium room
2786982,1,tool & die making,not allowed,not assigned
2786983,2,tool & die making,not allowed,not assigned
2786984,3,tool & die making,not allowed,not assigned
2786985,4,tool & die making,not allowed,not assigned
2787044,1,chemistry,allowed,Medium room
2787045,2,chemistry,allowed,Medium room
2787046,3,chemistry,allowed,Medium room
2787056,1,ai & as,not allowed,not assigned
2787057,2,ai & as,not allowed,not assigned
2787058,3,ai & as,not allowed,not assigned
2787085,1,arts,allowed,Auditorium
2787086,2,arts,allowed,Auditorium
2787087,3,arts,allowed,Auditorium
2787140,1,management,allowed,Medium room
2787141,2,management,allowed,Medium room
2787142,3,management,allowed,Medium room
2787144,1,management,allowed,Medium room
2787145,2,management,allowed,Medium room
2787146,3,management,allowed,Medium room
2786861,1,politics,not allowed,not assigned
2786868,2,zoology,allowed,Medium room
2786867,1,zoology,allowed,Medium room
2786869,3,zoology,allowed,Medium room
2786862,2,politics,not allowed,not assigned
2786863,3,politics,not allowed,not assigned
2787200,1,information technology,not allowed,not assigned
2787201,2,information technology,allowed,Small room
2787202,3,information technology,allowed,Small room
2787221,1,coumputer science,allowed,Medium room
2787222,1,coumputer science,allowed,Medium room
2787223,2,coumputer science,allowed,Medium room
2787224,2,coumputer science,allowed,Medium room
2787225,3,coumputer science,allowed,Medium room
2787226,3,coumputer science,allowed,Medium room
2787241,1,physiotherapy,allowed,Small room
2787242,2,physiotherapy,allowed,Small room
2787243,3,physiotherapy,allowed,Small room
2787244,4,physiotherapy,allowed,Small room
2787245,5,physiotherapy,allowed,Small room
2787250,1,science,allowed,Auditorium
2787251,2,science,allowed,Auditorium
2787252,3,science,allowed,Auditorium
2784278,3,arts,allowed,Auditorium
2784277,2,arts,allowed,Auditorium
2784276,1,arts,allowed,Auditorium
2549124,2,commerce,allowed,Auditorium
2549127,2,arts,allowed,Auditorium
2549125,3,commerce,allowed,Auditorium
2549123,1,commerce,allowed,Auditorium
2549126,1,arts,allowed,Auditorium
2549128,3,arts,allowed,Auditorium
2787400,1,mechanical engineering,allowed,Medium room
2787401,2,mechanical engineering,allowed,Medium room
2787402,3,mechanical engineering,allowed,Medium room
2787443,1,commerce,allowed,Auditorium
2787444,2,commerce,allowed,Auditorium
2787549,1,commerce,allowed,Auditorium
2787550,2,commerce,allowed,Auditorium
2787557,1,sanskrit,allowed,Small room
2787558,2,sanskrit,allowed,Small room
2787559,3,sanskrit,allowed,Small room
2787563,1,maths,allowed,Small room
2787564,2,maths,allowed,Small room
2787565,3,maths,allowed,Small room
2787623,1,physics,allowed,Medium room
2787624,2,physics,allowed,Medium room
2787625,3,physics,allowed,Medium room
2787650,1,mbbs,allowed,Medium room
2787651,2,mbbs,allowed,Medium room
2787652,3,mbbs,allowed,Medium room
2787653,4,mbbs,allowed,Medium room
2787654,5,mbbs,allowed,Medium room
2787655,5,mbbs,allowed,Medium room
2787699,1,science,allowed,Auditorium
2787700,2,science,allowed,Auditorium
2787701,3,science,allowed,Auditorium
2787712,1,software computer science,not allowed,not assigned
2787713,2,software computer science,not allowed,not assigned
2787714,3,software computer science,not allowed,not assigned
2787716,1,computer science,allowed,Medium room
2787717,2,computer science,allowed,Medium room
2787718,3,computer science,allowed,Medium room
2787740,4,commerce,not allowed,not assigned
2787749,1,commerce,allowed,Auditorium
2787750,2,commerce,allowed,Auditorium
2787751,1,bio-chemistry,allowed,Small room
2787752,2,bio-chemistry,allowed,Small room
2787776,1,chemistry,allowed,Medium room
2787777,2,chemistry,allowed,Medium room
2787778,3,chemistry,allowed,Medium room
2787849,1,civil,allowed,Medium room
2787850,2,civil,allowed,Medium room
2787851,3,civil,allowed,Medium room
2787893,1,diploma,not allowed,not assigned
2787894,2,diploma,not allowed,not assigned
2787895,3,diploma,not allowed,not assigned
2787912,1,education,allowed,Large room
2787913,2,education,allowed,Large room
2652807,2,science,allowed,Auditorium
2652801,1,industrial microbiology,not allowed,not assigned
2652809,4,science,allowed,Auditorium
2652802,2,industrial microbiology,not allowed,not assigned
2652806,1,science,allowed,Auditorium
2652803,3,industrial microbiology,not allowed,not assigned
2652808,3,science,allowed,Auditorium
2787917,1,computer engineering,allowed,Small room
2787918,2,computer engineering,allowed,Small room
2787919,3,computer engineering,allowed,Small room
2787937,1,co-education,not allowed,not assigned
2787938,2,co-education,not allowed,not assigned
2787946,1,education,allowed,Large room
2788059,1,pathology,not allowed,not assigned
2788060,2,pathology,not allowed,not assigned
2788061,3,pathology,not allowed,not assigned
2788062,1,anatomy,allowed,Small room
2788063,2,anatomy,allowed,Small room
2788064,3,anatomy,allowed,Small room
2788111,1,nursing,allowed,Medium room
2788112,2,nursing,allowed,Medium room
2788114,1,nursing,allowed,Medium room
2788115,2,nursing,allowed,Medium room
2788124,1,m.com,not allowed,not assigned
2788125,2,m.com,not allowed,not assigned
2788191,1,physics,allowed,Medium room
2788192,2,physics,allowed,Medium room
2788193,3,physics,allowed,Medium room
2788218,1,history,allowed,Medium room
2788219,2,history,allowed,Medium room
2788220,3,history,allowed,Medium room
2788221,1,maithili,allowed,Small room
2788222,2,maithili,allowed,Small room
2788223,3,maithili,allowed,Small room
2713258,2,b.com.(gen.e/m),not allowed,not assigned
2713257,1,b.com.(gen.e/m),not allowed,not assigned
2713259,3,b.com.(gen.e/m),not allowed,not assigned
2788292,1,all subjects,not allowed,not assigned
2788293,2,all subjects,not allowed,not assigned
2788294,3,all subjects,not allowed,not assigned
2785859,3,electronics and communication engineering,allowed,Small room
2785878,3,applied sc.,not allowed,not assigned
2785862,2,computer science and engineering,allowed,Small room
2785877,2,applied sc.,not allowed,not assigned
2785860,4,electronics and communication engineering,allowed,Small room
2785858,2,electronics and communication engineering,allowed,Small room
2785879,4,applied sc.,not allowed,not assigned
2785861,1,computer science and engineering,allowed,Small room
2785863,3,computer science and engineering,allowed,Small room
2785876,1,applied sc.,not allowed,not assigned
2785857,1,electronics and communication engineering,allowed,Small room
2785864,4,computer science and engineering,allowed,Small room
2788365,1,chemistry,allowed,Medium room
2788366,2,chemistry,allowed,Medium room
2788367,3,chemistry,allowed,Medium room
2788380,1,electronics,allowed,Small room
2788381,2,electronics,allowed,Small room
2788382,3,electronics,allowed,Small room
2788383,1,b.com (p),not allowed,not assigned
2788384,2,b.com (p),not allowed,not assigned
2788385,3,b.com (p),not allowed,not assigned
2788392,1,arts,allowed,Auditorium
2788393,2,arts,allowed,Auditorium
2788394,3,arts,allowed,Auditorium
2788400,1,computer application,allowed,Medium room
2788406,1,comp science,not allowed,not assigned
2788407,2,comp science,not allowed,not assigned
2788408,3,comp science,not allowed,not assigned
2788431,1,bbi,not allowed,not assigned
2788432,2,bbi,not allowed,not assigned
2788433,3,bbi,not allowed,not assigned
2788434,1,commerce,allowed,Auditorium
2788435,2,commerce,allowed,Auditorium
2788436,3,commerce,allowed,Auditorium
2788523,1,vocational,not allowed,not assigned
2788524,2,vocational,not allowed,not assigned
2788525,3,vocational,not allowed,not assigned
2788526,1,c bc bt,not allowed,not assigned
2788527,2,c bc bt,not allowed,not assigned
2788528,3,c bc bt,not allowed,not assigned
2788575,1,english,allowed,Large room
2788576,2,english,allowed,Large room
2788585,1,science,allowed,Auditorium
2788586,2,science,allowed,Auditorium
2788587,3,science,allowed,Auditorium
2788637,1,ee,allowed,Small room
2788638,2,ee,allowed,Small room
2788639,3,ee,allowed,Small room
2788657,1,social work,not allowed,not assigned
2788658,2,social work,not allowed,not assigned
2635245,3,english,allowed,Large room
2635243,1,english,allowed,Large room
2635244,2,english,allowed,Large room
2788809,1,commerce,allowed,Auditorium
2788810,2,commerce,allowed,Auditorium
2788811,3,commerce,allowed,Auditorium
2788816,1,biological sciences,not allowed,not assigned
2788817,1,social studies,not allowed,not assigned
2788821,1,science,allowed,Auditorium
2788822,2,science,allowed,Auditorium
2788823,3,science,allowed,Auditorium
2788836,1,arts,allowed,Auditorium
2788837,2,arts,allowed,Auditorium
2788838,3,arts,allowed,Auditorium
2788959,1,political sc,not allowed,not assigned
2788960,2,political sc,not allowed,not assigned
2788973,1,economics,allowed,Medium room
2788974,2,economics,allowed,Medium room
2789059,1,arts,allowed,Auditorium
2789060,2,arts,allowed,Auditorium
2789061,3,arts,allowed,Auditorium
2789081,1,science,allowed,Auditorium
2789082,2,science,allowed,Auditorium
2789083,3,science,allowed,Auditorium
2789142,1,civil,allowed,Medium room
2789143,2,civil,allowed,Medium room
2789144,3,civil,allowed,Medium room
2789168,1,economics,allowed,Medium room
2789169,2,economics,allowed,Medium room
2789190,1,english,allowed,Large room
2789191,2,english,allowed,Large room
2789192,3,english,allowed,Large room
2789217,1,computer science,allowed,Medium room
2789218,2,computer science,allowed,Medium room
2789219,3,computer science,allowed,Medium room
2789231,1,botany,allowed,Medium room
2789232,1,botany,allowed,Medium room
2789233,2,botany,allowed,Medium room
2789267,1,information technology,not allowed,not assigned
2789268,2,information technology,allowed,Small room
2789269,3,information technology,allowed,Small room
2789354,1,computer,allowed,Medium room
2789355,2,computer,allowed,Medium room
2789356,3,computer,allowed,Medium room
2789366,1,co-operation,not allowed,not assigned
2789367,2,co-operation,not allowed,not assigned
2789368,3,co-operation,not allowed,not assigned
2789425,1,mechanical engineering,allowed,Medium room
2789426,2,mechanical engineering,allowed,Medium room
2789427,3,mechanical engineering,allowed,Medium room
2789428,4,mechanical engineering,allowed,Medium room
2789449,1,building construction and mangement,allowed,Small room
2789450,2,building construction and mangement,allowed,Small room
2789451,3,building construction and mangement,allowed,Small room
2789452,4,building construction and mangement,allowed,Small room
2789453,5,building construction and mangement,allowed,Small room
2789454,1,interior design,allowed,Small room
2789455,2,interior design,allowed,Small room
2789456,3,interior design,allowed,Small room
2789457,4,interior design,allowed,Small room
2789458,5,interior design,allowed,Small room
2789489,4,law,allowed,Medium room
2789496,1,engineering,allowed,Medium room
2789497,2,engineering,allowed,Medium room
2789503,1,engineering,allowed,Medium room
2789504,2,engineering,allowed,Medium room
2789505,3,engineering,allowed,Medium room
2789506,4,engineering,allowed,Medium room
2789524,4,engineering,allowed,Medium room
2789546,4,computer applications,allowed,Small room
2789547,1,computer applications,allowed,Small room
2789548,2,computer applications,allowed,Small room
2789549,3,computer applications,allowed,Small room
2789551,4,sciences,not allowed,not assigned
2789650,1,jain darshan,not allowed,not assigned
2789651,2,jain darshan,not allowed,not assigned
2789652,4,jain darshan,not allowed,not assigned
2789660,1,dharmashastra,not allowed,not assigned
2789661,2,dharmashastra,not allowed,not assigned
2730815,1,marathi,allowed,Small room
2730819,2,marathi,allowed,Small room
2730818,1,marathi,allowed,Small room
2730816,2,marathi,allowed,Small room
2730817,3,marathi,allowed,Small room
2789664,1,management,allowed,Medium room
2789665,2,management,allowed,Medium room
2789666,3,management,allowed,Medium room
2789701,1,computational mathematics,not allowed,not assigned
2789702,2,computational mathematics,not allowed,not assigned
2789704,1,master of computer application,not allowed,not assigned
2789705,2,master of computer application,not allowed,not assigned
2789706,3,master of computer application,not allowed,not assigned
2789712,1,power & energy systems,not allowed,not assigned
2789713,2,power & energy systems,not allowed,not assigned
2789714,4,electrical & electronics engineering,allowed,Small room
2789724,1,computer engineering,allowed,Small room
2789725,2,computer engineering,allowed,Small room
2789726,3,computer engineering,allowed,Small room
2789727,4,computer engineering,allowed,Small room
2789733,1,electronics & communication engg,allowed,Small room
2789734,2,electronics & communication engg,allowed,Small room
2789735,3,electronics & communication engg,allowed,Small room
2789736,4,electronics & communication engg,allowed,Small room
2789739,4,school of management,not allowed,not assigned
2789753,1,information technology,not allowed,not assigned
2789754,2,information technology,allowed,Small room
2789755,3,information technology,allowed,Small room
2789756,4,information technology,allowed,Small room
2789783,1,structural engineering,not allowed,not assigned
2789784,2,structural engineering,not allowed,not assigned
2789787,1,transportation engineering,not allowed,not assigned
2789788,2,transportation engineering,not allowed,not assigned
2789789,1,construction technology and management,not allowed,not assigned
2789790,2,construction technology and management,not allowed,not assigned
2777411,3,commerce,allowed,Auditorium
2777410,2,commerce,allowed,Auditorium
2777409,1,commerce,allowed,Auditorium
2789848,1,compulsory,not allowed,not assigned
2789849,2,compulsory,not allowed,not assigned
2789850,3,compulsory,not allowed,not assigned
2789907,1,nursing,allowed,Medium room
2789908,2,nursing,allowed,Medium room
2789121,1,marathi,allowed,Small room
2789122,2,marathi,allowed,Small room
2789970,1,computer,allowed,Medium room
2789245,2,management,allowed,Medium room
2789244,1,management,allowed,Medium room
2789246,3,management,allowed,Medium room
2790085,1,education,allowed,Large room
2790086,2,education,allowed,Large room
2790104,1,electronics & comm engg,not allowed,not assigned
2790105,2,electronics & comm engg,not allowed,not assigned
2790106,3,electronics & comm engg,not allowed,not assigned
2790115,1,finance,allowed,Small room
2790116,2,finance,allowed,Small room
2790117,3,finance,allowed,Small room
2790167,1,commerce,allowed,Auditorium
2790168,2,commerce,allowed,Auditorium
2790169,3,commerce,allowed,Auditorium
2419419,3,b.com.,not allowed,not assigned
2419418,2,b.com.,not allowed,not assigned
2419417,1,b.com.,not allowed,not assigned
2790289,1,electrical engineering,allowed,Small room
2790290,2,electrical engineering,allowed,Small room
2790291,3,electrical engineering,allowed,Small room
