id,year,course name,status,room assignment
2790384,1,general,allowed,Medium room
2790385,2,general,allowed,Medium room
2790396,1,i.t,not allowed,not assigned
2790397,2,i.t,not allowed,not assigned
2790398,3,i.t,not allowed,not assigned
2790417,1,ca,allowed,Small room
2790418,2,ca,allowed,Small room
2790419,3,ca,allowed,Small room
2790434,1,mechanical related subjects,not allowed,not assigned
2790435,2,mechanical related subjects,not allowed,not assigned
2790436,3,mechanical related subjects,not allowed,not assigned
2790437,4,mechanical related subjects,not allowed,not assigned
2790454,1,information subjects,not allowed,not assigned
2790455,2,information subjects,not allowed,not assigned
2790456,3,information subjects,not allowed,not assigned
2790457,4,information subjects,not allowed,not assigned
2790463,1,science,allowed,Auditorium
2790464,2,science,allowed,Auditorium
2790465,3,science,allowed,Auditorium
2790478,1,arts,allowed,Auditorium
2790479,2,arts,allowed,Auditorium
2790480,3,arts,allowed,Auditorium
2790499,1,dental,allowed,Small room
2790500,2,dental,allowed,Small room
2790501,3,dental,allowed,Small room
2790502,4,dental,allowed,Small room
2790503,5,dental,allowed,Small room
2790519,1,ece,allowed,Small room
2790520,2,ece,allowed,Small room
2790521,3,ece,allowed,Small room
2790522,4,ece,allowed,Small room
2790539,1,sahitya,not allowed,not assigned
2790540,2,sahitya,not allowed,not assigned
2789391,3,management,allowed,Medium room
2789389,1,management,allowed,Medium room
2789390,2,management,allowed,Medium room
2790594,1,chmistry,not allowed,not assigned
2790595,2,chmistry,not allowed,not assigned
2790598,1,bca,not allowed,not assigned
2790599,2,bca,not allowed,not assigned
2790600,3,bca,not allowed,not assigned
2790572,1,zoology,allowed,Medium room
2790573,2,zoology,allowed,Medium room
2790657,4,education,allowed,Large room
2790655,2,education,allowed,Large room
2790653,3,community medicine,not allowed,not assigned
2790651,1,community medicine,not allowed,not assigned
2790652,2,community medicine,not allowed,not assigned
2790654,1,education,allowed,Large room
2790658,5,education,allowed,Large room
2790649,2,anatomy,allowed,Small room
2790656,3,education,allowed,Large room
2790648,1,anatomy,allowed,Small room
2790650,3,anatomy,allowed,Small room
2790666,1,arts/commerce/science/maths,not allowed,not assigned
2790667,2,arts/commerce/science/maths,not allowed,not assigned
2790677,1,management,allowed,Medium room
2790678,2,management,allowed,Medium room
2790679,3,management,allowed,Medium room
2790718,1,mechanical,allowed,Medium room
2790719,2,mechanical,allowed,Medium room
2790720,3,mechanical,allowed,Medium room
2790721,4,mechanical,allowed,Medium room
2789348,1,management,allowed,Medium room
2789335,4,technical,allowed,Small room
2789341,2,technical,allowed,Small room
2789342,3,technical,allowed,Small room
2789334,3,technical,allowed,Small room
2789349,2,management,allowed,Medium room
2789343,4,technical,allowed,Small room
2789333,2,technical,allowed,Small room
2789340,1,technical,allowed,Small room
2789332,1,technical,allowed,Small room
2790839,1,civil engineering,allowed,Medium room
2790840,2,civil engineering,allowed,Medium room
2790841,3,civil engineering,allowed,Medium room
2790845,1,education,allowed,Large room
2790846,2,education,allowed,Large room
2790870,1,commerce,allowed,Auditorium
2790871,2,commerce,allowed,Auditorium
2790874,1,arts,allowed,Auditorium
2790875,2,arts,allowed,Auditorium
2790876,3,arts,allowed,Auditorium
2790886,1,science,allowed,Auditorium
2790887,2,science,allowed,Auditorium
2790888,3,science,allowed,Auditorium
2790889,1,education,allowed,Large room
2790890,2,education,allowed,Large room
2790904,4,botany,allowed,Medium room
2790909,1,biochemistry,not allowed,not assigned
2790910,2,biochemistry,not allowed,not assigned
2791033,1,mathematics,allowed,Medium room
2791034,2,mathematics,allowed,Medium room
2791168,1,ug,allowed,Small room
2791169,2,ug,allowed,Small room
2791170,3,ug,allowed,Small room
2791171,4,ug,allowed,Small room
2791192,1,bzc,allowed,Small room
2791193,2,bzc,allowed,Small room
2791194,3,bzc,allowed,Small room
2791212,1,anaesthesiology,not allowed,not assigned
2791213,2,anaesthesiology,not allowed,not assigned
2791214,3,anaesthesiology,not allowed,not assigned
2791250,1,business administration,allowed,Small room
2791251,2,business administration,allowed,Small room
2791252,3,business administration,allowed,Small room
2791288,1,commerce,allowed,Auditorium
2791289,2,commerce,allowed,Auditorium
2791290,3,commerce,allowed,Auditorium
2791359,1,science,allowed,Auditorium
2791360,2,science,allowed,Auditorium
2791361,3,science,allowed,Auditorium
2791409,1,b.sc-m.p.c,not allowed,not assigned
2791410,2,b.sc-m.p.c,not allowed,not assigned
2791411,3,b.sc-m.p.c,not allowed,not assigned
2791441,1,education,allowed,Large room
2791442,2,education,allowed,Large room
2791443,1,botany,allowed,Medium room
2791444,2,botany,allowed,Medium room
2791445,3,botany,allowed,Medium room
2791452,1,pali,allowed,Small room
2791453,2,pali,allowed,Small room
2791454,3,pali,allowed,Small room
2791568,1,science(bzc),not allowed,not assigned
2791569,2,science(bzc),not allowed,not assigned
2791570,3,science(bzc),not allowed,not assigned
2791589,1,science,allowed,Auditorium
2791590,2,science,allowed,Auditorium
2791591,3,science,allowed,Auditorium
2791617,1,arts,allowed,Auditorium
2791618,2,arts,allowed,Auditorium
2791619,3,arts,allowed,Auditorium
2791654,1,education,allowed,Large room
2791655,2,education,allowed,Large room
2791678,1,arts,allowed,Auditorium
2791679,2,arts,allowed,Auditorium
2791680,3,arts,allowed,Auditorium
2791726,1,mechanical,allowed,Medium room
2791727,2,mechanical,allowed,Medium room
2791728,3,mechanical,allowed,Medium room
2791741,1,commerce,allowed,Auditorium
2791742,2,commerce,allowed,Auditorium
2791743,3,commerce,allowed,Auditorium
2617028,3,commerce,allowed,Auditorium
2617027,2,commerce,allowed,Auditorium
2617026,1,commerce,allowed,Auditorium
2791858,1,law,allowed,Medium room
2791859,2,law,allowed,Medium room
2791860,3,law,allowed,Medium room
2791861,1,3 year ll.b course,not allowed,not assigned
2791862,2,3 year ll.b course,not allowed,not assigned
2791863,3,3 year ll.b course,not allowed,not assigned
2791877,1,education,allowed,Large room
2792023,4,arthroscopy,not allowed,not assigned
2792027,1,coumputer science,allowed,Medium room
2792028,2,coumputer science,allowed,Medium room
2792029,3,coumputer science,allowed,Medium room
2622504,1,nano science & technology,not allowed,not assigned
2622496,2,aero dynamics,not allowed,not assigned
2622464,4,chemical engineering,allowed,Medium room
2622462,2,chemical engineering,allowed,Medium room
2622495,1,aero dynamics,not allowed,not assigned
2622469,1,chemical engineering,allowed,Medium room
2622438,2,scientific computing,not allowed,not assigned
2622470,2,chemical engineering,allowed,Medium room
2792086,4,science,allowed,Auditorium
2622463,3,chemical engineering,allowed,Medium room
2792127,1,information security,not allowed,not assigned
2622461,1,chemical engineering,allowed,Medium room
2622505,2,nano science & technology,not allowed,not assigned
2792136,2,information security,not allowed,not assigned
2622437,1,scientific computing,not allowed,not assigned
2792200,1,computer,allowed,Medium room
2792201,2,computer,allowed,Medium room
2792202,3,computer,allowed,Medium room
2792234,1,science,allowed,Auditorium
2792235,2,science,allowed,Auditorium
2792236,3,science,allowed,Auditorium
2792237,4,science,allowed,Auditorium
2792251,1,computer science (lateral entry),not allowed,not assigned
2792252,1,management,allowed,Medium room
2792253,2,management,allowed,Medium room
2792254,3,management,allowed,Medium room
2792304,1,business administration,allowed,Small room
2792305,2,business administration,allowed,Small room
2792306,3,business administration,allowed,Small room
2792336,1,bcom computer,not allowed,not assigned
2792337,2,bcom computer,not allowed,not assigned
2792338,3,bcom computer,not allowed,not assigned
2792342,1,bcom finance and taxation,not allowed,not assigned
2792343,2,bcom finance and taxation,not allowed,not assigned
2792344,3,bcom finance and taxation,not allowed,not assigned
2792348,1,bcom marketing,not allowed,not assigned
2792349,2,bcom marketing,not allowed,not assigned
2792350,3,bcom marketing,not allowed,not assigned
2792377,1,arts,allowed,Auditorium
2792378,2,arts,allowed,Auditorium
2792379,3,arts,allowed,Auditorium
2792380,1,mpcs,allowed,Small room
2792381,2,mpcs,allowed,Small room
2792382,3,mpcs,allowed,Small room
2792464,1,science,allowed,Auditorium
2792465,2,science,allowed,Auditorium
2792466,3,science,allowed,Auditorium
2792540,1,history,allowed,Medium room
2792541,2,history,allowed,Medium room
2792542,3,history,allowed,Medium room
2792543,1,commerce,allowed,Auditorium
2792544,2,commerce,allowed,Auditorium
2792545,3,commerce,allowed,Auditorium
2724614,1,education,allowed,Large room
2724615,2,education,allowed,Large room
2792625,1,bcom (general),not allowed,not assigned
2792626,2,bcom (general),not allowed,not assigned
2792627,3,bcom (general),not allowed,not assigned
2792662,1,comp(em),not allowed,not assigned
2792663,2,comp(em),not allowed,not assigned
2792664,3,comp(em),not allowed,not assigned
2792677,1,bzc,allowed,Small room
2792678,2,bzc,allowed,Small room
2792679,3,bzc,allowed,Small room
2792683,1,mecs,allowed,Small room
2792684,2,mecs,allowed,Small room
2792685,3,mecs,allowed,Small room
2792692,1,btzc,not allowed,not assigned
2792693,2,btzc,not allowed,not assigned
2792694,3,btzc,not allowed,not assigned
2792703,1,mech,not allowed,not assigned
2792705,3,mech,not allowed,not assigned
2792704,2,mech,not allowed,not assigned
2792706,4,mech,not allowed,not assigned
2792742,1,pg.diploma,not allowed,not assigned
2789808,1,mecs,allowed,Small room
2789809,2,mecs,allowed,Small room
2789810,3,mecs,allowed,Small room
2792774,1,commerce,allowed,Auditorium
2792775,2,commerce,allowed,Auditorium
2792776,3,commerce,allowed,Auditorium
2792807,1,english,allowed,Large room
2792810,1,physical science,not allowed,not assigned
2792902,1,eep,not allowed,not assigned
2792903,2,eep,not allowed,not assigned
2792904,3,eep,not allowed,not assigned
2792931,1,nursing,allowed,Medium room
2792932,2,nursing,allowed,Medium room
2792933,3,nursing,allowed,Medium room
2792934,4,nursing,allowed,Medium room
2792943,1,physical science,not allowed,not assigned
2792945,1,arts,allowed,Auditorium
2792946,2,arts,allowed,Auditorium
2792947,3,arts,allowed,Auditorium
2792948,1,commerce,allowed,Auditorium
2792949,2,commerce,allowed,Auditorium
2792950,3,commerce,allowed,Auditorium
2792963,1,cbz,allowed,Small room
2792964,2,cbz,allowed,Small room
2792965,3,cbz,allowed,Small room
2792969,1,computer,allowed,Medium room
2792970,2,computer,allowed,Medium room
2792971,3,computer,allowed,Medium room
2792978,1,mpc,allowed,Small room
2792979,2,mpc,allowed,Small room
2792980,3,mpc,allowed,Small room
2793014,1,commerce,allowed,Auditorium
2793015,2,commerce,allowed,Auditorium
2793016,3,commerce,allowed,Auditorium
2793035,1,education,allowed,Large room
2793048,1,computer engineering,allowed,Small room
2793049,2,computer engineering,allowed,Small room
2793050,3,computer engineering,allowed,Small room
2793076,1,economics,allowed,Medium room
2793126,1,computer applications,allowed,Small room
2793127,2,computer applications,allowed,Small room
2793128,3,computer applications,allowed,Small room
2793163,4,coumputer science,allowed,Medium room
2793177,1,computer science & engineering,allowed,Small room
2793178,2,computer science & engineering,allowed,Small room
2793179,3,computer science & engineering,allowed,Small room
2793180,4,computer science & engineering,allowed,Small room
2793181,5,computer science & engineering,allowed,Small room
2793186,4,coumputer science,allowed,Medium room
2793236,1,dmrd,not allowed,not assigned
2793237,2,dmrd,not allowed,not assigned
2793238,1,tb & chest,not allowed,not assigned
2793239,2,tb & chest,not allowed,not assigned
2793240,3,tb & chest,not allowed,not assigned
2793247,1,medicine,not allowed,not assigned
2793248,2,medicine,not allowed,not assigned
2793249,3,medicine,not allowed,not assigned
2793354,1,electrical & electronics engineering,allowed,Small room
2793355,2,electrical & electronics engineering,allowed,Small room
2793356,3,electrical & electronics engineering,allowed,Small room
2793357,1,civil engineering,allowed,Medium room
2793358,2,civil engineering,allowed,Medium room
2793359,3,civil engineering,allowed,Medium room
2793366,4,sahitya,not allowed,not assigned
2708388,3,arts,allowed,Auditorium
2708371,3,hons.,not allowed,not assigned
2708387,2,arts,allowed,Auditorium
2708370,2,hons.,not allowed,not assigned
2708369,1,hons.,not allowed,not assigned
2708386,1,arts,allowed,Auditorium
2793392,1,instrumentation engineering,not allowed,not assigned
2793393,2,instrumentation engineering,not allowed,not assigned
2793394,3,instrumentation engineering,not allowed,not assigned
2793395,4,instrumentation engineering,not allowed,not assigned
2793396,1,mba,allowed,Small room
2793397,2,mba,allowed,Small room
2793472,1,commerce,allowed,Auditorium
2793473,2,commerce,allowed,Auditorium
2793474,3,commerce,allowed,Auditorium
2793532,1,commerce,allowed,Auditorium
2793533,2,commerce,allowed,Auditorium
2793534,3,commerce,allowed,Auditorium
2793504,3,civil,allowed,Medium room
2793502,1,civil,allowed,Medium room
2793503,2,civil,allowed,Medium room
2793505,4,civil,allowed,Medium room
2793600,1,cmmerce,not allowed,not assigned
2793601,2,cmmerce,not allowed,not assigned
2793602,3,cmmerce,not allowed,not assigned
2793651,1,library and information,not allowed,not assigned
2793733,1,science,allowed,Auditorium
2793734,2,science,allowed,Auditorium
2793735,3,science,allowed,Auditorium
2793751,1,cad/cam,not allowed,not assigned
2793752,2,cad/cam,not allowed,not assigned
2793774,1,mechanical engineering,allowed,Medium room
2793775,2,mechanical engineering,allowed,Medium room
2793776,3,mechanical engineering,allowed,Medium room
2793777,4,mechanical engineering,allowed,Medium room
2793789,1,electrical and electronics engineering,not allowed,not assigned
2793790,2,electrical and electronics engineering,not allowed,not assigned
2793791,3,electrical and electronics engineering,not allowed,not assigned
2793792,4,electrical and electronics engineering,not allowed,not assigned
2793801,1,vlsi design and signal processing,not allowed,not assigned
2793802,2,vlsi design and signal processing,not allowed,not assigned
2793814,1,computer science,allowed,Medium room
2793815,2,computer science,allowed,Medium room
2793816,3,computer science,allowed,Medium room
2793826,1,physical education,not allowed,not assigned
2793827,2,physical education,not allowed,not assigned
2793828,1,arts,allowed,Auditorium
2793829,2,arts,allowed,Auditorium
2793830,3,arts,allowed,Auditorium
2793859,1,history,allowed,Medium room
2793860,2,history,allowed,Medium room
2793861,3,history,allowed,Medium room
2793930,1,psychology,allowed,Small room
2793931,2,psychology,allowed,Small room
2793932,3,psychology,allowed,Small room
2793939,1,bengali,allowed,Small room
2793940,2,bengali,allowed,Small room
2793941,3,bengali,allowed,Small room
2793951,1,economics,allowed,Medium room
2793952,2,economics,allowed,Medium room
2793953,3,economics,allowed,Medium room
2793972,1,mathematics,allowed,Medium room
2793973,2,mathematics,allowed,Medium room
2793974,3,mathematics,allowed,Medium room
2794032,1,english,allowed,Large room
2794033,2,english,allowed,Large room
2794034,3,english,allowed,Large room
2794047,1,economics,allowed,Medium room
2794048,2,economics,allowed,Medium room
2794049,3,economics,allowed,Medium room
2794065,1,arts,allowed,Auditorium
2794066,2,arts,allowed,Auditorium
2794067,3,arts,allowed,Auditorium
2794101,1,gandhian thought,not allowed,not assigned
2794102,2,gandhian thought,not allowed,not assigned
2794103,3,gandhian thought,not allowed,not assigned
2794119,1,english,allowed,Large room
2794120,2,english,allowed,Large room
2794121,3,english,allowed,Large room
2794137,1,botany,allowed,Medium room
2794138,2,botany,allowed,Medium room
2794139,3,botany,allowed,Medium room
2794168,1,arts,allowed,Auditorium
2794169,2,arts,allowed,Auditorium
2794170,3,arts,allowed,Auditorium
2794314,1,chemical,not allowed,not assigned
2794315,2,chemical,not allowed,not assigned
2794316,3,chemical,not allowed,not assigned
2794317,4,chemical,not allowed,not assigned
2794330,1,communication and signal processing,not allowed,not assigned
2794331,2,communication and signal processing,not allowed,not assigned
2794338,1,mechanical,allowed,Medium room
2794339,2,mechanical,allowed,Medium room
2794340,3,mechanical,allowed,Medium room
2794341,4,mechanical,allowed,Medium room
2794368,1,ug,allowed,Small room
2794369,2,ug,allowed,Small room
2794370,3,ug,allowed,Small room
2794403,1,law,allowed,Medium room
2794404,2,law,allowed,Medium room
2794405,3,law,allowed,Medium room
2794406,4,law,allowed,Medium room
2794407,5,law,allowed,Medium room
2794425,1,vlsi,not allowed,not assigned
2794426,2,vlsi,not allowed,not assigned
2794536,1,computer,allowed,Medium room
2794537,2,computer,allowed,Medium room
2794538,3,computer,allowed,Medium room
2794539,4,computer,allowed,Medium room
2794548,1,civil,allowed,Medium room
2794549,2,civil,allowed,Medium room
2794550,3,civil,allowed,Medium room
2794551,4,civil,allowed,Medium room
2794571,1,arts,allowed,Auditorium
2794572,2,arts,allowed,Auditorium
2794573,3,arts,allowed,Auditorium
2794624,1,chemistry,allowed,Medium room
2794625,2,chemistry,allowed,Medium room
2794626,1,zoology,allowed,Medium room
2794627,2,zoology,allowed,Medium room
2794719,1,spl. education,not allowed,not assigned
2794720,2,spl. education,not allowed,not assigned
2794721,1,special education (h.i.),not allowed,not assigned
2794722,2,special education (h.i.),not allowed,not assigned
2794739,1,electrical & electronics engineering,allowed,Small room
2794740,2,electrical & electronics engineering,allowed,Small room
2794741,3,electrical & electronics engineering,allowed,Small room
2794742,4,electrical & electronics engineering,allowed,Small room
2794755,1,education,allowed,Large room
2794756,2,education,allowed,Large room
2794762,1,hindi,allowed,Small room
2794763,2,hindi,allowed,Small room
2794764,3,hindi,allowed,Small room
2794790,4,jmc,not allowed,not assigned
2794792,4,sanskrit,allowed,Small room
2794795,4,hindi,allowed,Small room
2794801,4,music,allowed,Small room
2794830,1,economics,allowed,Medium room
2794831,2,economics,allowed,Medium room
2794842,1,political science,allowed,Small room
2794843,2,political science,allowed,Small room
2794876,1,mba,allowed,Small room
2794877,2,mba,allowed,Small room
2794927,3,arts,allowed,Auditorium
2794925,1,arts,allowed,Auditorium
2794926,2,arts,allowed,Auditorium
2794932,1,pharmaceutics,not allowed,not assigned
2794933,2,pharmaceutics,not allowed,not assigned
2794947,1,computers,not allowed,not assigned
2794948,2,computers,not allowed,not assigned
2794949,3,computers,not allowed,not assigned
2795042,1,mpharmacypa,not allowed,not assigned
2795043,2,mpharmacypa,not allowed,not assigned
2795044,1,mpharmacy,not allowed,not assigned
2795045,2,mpharmacy,not allowed,not assigned
2795049,1,travel tourism & hospitality management,not allowed,not assigned
2795050,2,travel tourism & hospitality management,not allowed,not assigned
2795051,3,travel tourism & hospitality management,not allowed,not assigned
2788919,1,commerce,allowed,Auditorium
2788921,3,commerce,allowed,Auditorium
2788920,2,commerce,allowed,Auditorium
2795074,1,library & information & science,not allowed,not assigned
2795092,1,philosophy,allowed,Small room
2795093,2,philosophy,allowed,Small room
2795094,3,philosophy,allowed,Small room
2795109,1,saskrit,not allowed,not assigned
2795110,2,saskrit,not allowed,not assigned
2795111,3,saskrit,not allowed,not assigned
2795124,1,chemistry,allowed,Medium room
2795125,2,chemistry,allowed,Medium room
2795126,3,chemistry,allowed,Medium room
2795133,1,pol-science,not allowed,not assigned
2795134,2,pol-science,not allowed,not assigned
2795135,3,pol-science,not allowed,not assigned
2795182,1,psychology,allowed,Small room
2795183,2,psychology,allowed,Small room
2795184,3,psychology,allowed,Small room
2795197,1,electrical,allowed,Medium room
2795198,1,electrical,allowed,Medium room
2795199,2,electrical,allowed,Medium room
2795200,2,electrical,allowed,Medium room
2795201,3,electrical,allowed,Medium room
2795202,3,electrical,allowed,Medium room
2795229,1,education,allowed,Large room
2795242,1,nursing,allowed,Medium room
2795243,2,nursing,allowed,Medium room
2795244,3,nursing,allowed,Medium room
2795296,1,medical surgical nursing,not allowed,not assigned
2795297,2,medical surgical nursing,not allowed,not assigned
2795308,1,mechanical,allowed,Medium room
2795309,2,mechanical,allowed,Medium room
2795310,3,mechanical,allowed,Medium room
2795311,4,mechanical,allowed,Medium room
2795323,1,civil engg,not allowed,not assigned
2795324,2,civil engg,not allowed,not assigned
2795325,3,civil engg,not allowed,not assigned
2795326,4,civil engg,not allowed,not assigned
2795334,1,btc-2012,not allowed,not assigned
2795335,2,btc-2012,not allowed,not assigned
2795352,1,arts,allowed,Auditorium
2795353,1,arts,allowed,Auditorium
2795354,2,arts,allowed,Auditorium
2795355,2,arts,allowed,Auditorium
2795356,3,arts,allowed,Auditorium
2795357,3,arts,allowed,Auditorium
2795364,1,science,allowed,Auditorium
2795365,1,science,allowed,Auditorium
2795366,2,science,allowed,Auditorium
2795367,2,science,allowed,Auditorium
2795368,3,science,allowed,Auditorium
2795369,3,science,allowed,Auditorium
2795498,1,fashion communication,not allowed,not assigned
2795499,2,fashion communication,not allowed,not assigned
2795500,3,fashion communication,not allowed,not assigned
2795501,4,fashion communication,not allowed,not assigned
2795583,1,information technology,not allowed,not assigned
2795584,2,information technology,allowed,Small room
2795585,3,information technology,allowed,Small room
2795586,4,information technology,allowed,Small room
2795594,1,data science,not allowed,not assigned
2795595,2,data science,not allowed,not assigned
2795608,4,humanities and social science (h,not allowed,not assigned
2795616,1,electronics and communication engineering,allowed,Small room
2795617,2,electronics and communication engineering,allowed,Small room
2795634,4,mechanical engineering,allowed,Medium room
2795685,1,arts,allowed,Auditorium
2795686,2,arts,allowed,Auditorium
2795687,3,arts,allowed,Auditorium
2795703,1,arts,allowed,Auditorium
2795704,2,arts,allowed,Auditorium
2795705,3,arts,allowed,Auditorium
2795741,1,commerce,allowed,Auditorium
2795742,2,commerce,allowed,Auditorium
2795743,3,commerce,allowed,Auditorium
2795747,1,science,allowed,Auditorium
2795748,2,science,allowed,Auditorium
2795749,3,science,allowed,Auditorium
2795757,1,arts,allowed,Auditorium
2795758,2,arts,allowed,Auditorium
2795759,3,arts,allowed,Auditorium
2795760,1,science,allowed,Auditorium
2795761,2,science,allowed,Auditorium
2795762,3,science,allowed,Auditorium
2795799,1,physics,allowed,Medium room
2795800,2,physics,allowed,Medium room
2795801,3,physics,allowed,Medium room
2795866,1,engineering,allowed,Medium room
2795867,2,engineering,allowed,Medium room
2795868,3,engineering,allowed,Medium room
2795869,4,engineering,allowed,Medium room
2795884,1,electronics and instrumentation,not allowed,not assigned
2795885,2,electronics and instrumentation,not allowed,not assigned
2795886,3,electronics and instrumentation,not allowed,not assigned
2795887,4,electronics and instrumentation,not allowed,not assigned
2795895,1,maths,allowed,Small room
2795909,1,sanskrit,allowed,Small room
2795922,1,architecture,not allowed,not assigned
2795923,2,architecture,not allowed,not assigned
2795928,1,english,allowed,Large room
2795929,2,english,allowed,Large room
2795930,1,physics,allowed,Medium room
2795931,2,physics,allowed,Medium room
2795932,3,physics,allowed,Medium room
2795933,4,physics,allowed,Medium room
2795934,5,physics,allowed,Medium room
2795965,1,chemistry,allowed,Medium room
2795966,2,chemistry,allowed,Medium room
2796023,4,engineering,allowed,Medium room
2796104,1,law,allowed,Medium room
2796105,2,law,allowed,Medium room
2796106,3,law,allowed,Medium room
2790241,4,material science and engineering,not allowed,not assigned
2790173,4,mathematics,allowed,Medium room
2790186,4,chemistry,allowed,Medium room
2790185,4,chemistry,allowed,Medium room
2790242,4,material science and engineering,not allowed,not assigned
2790218,4,civil and environmental engineering,not allowed,not assigned
2790217,4,civil and environmental engineering,not allowed,not assigned
2790174,4,mathematics,allowed,Medium room
2796081,4,leather design,not allowed,not assigned
2796080,3,leather design,not allowed,not assigned
2796078,1,leather design,not allowed,not assigned
2796079,2,leather design,not allowed,not assigned
2796152,1,social studies,not allowed,not assigned
2796258,1,mpcs,allowed,Small room
2796259,2,mpcs,allowed,Small room
2796260,3,mpcs,allowed,Small room
2796261,1,res,not allowed,not assigned
2796262,2,res,not allowed,not assigned
2796263,3,res,not allowed,not assigned
2796264,1,mpc,allowed,Small room
2796265,2,mpc,allowed,Small room
2796266,3,mpc,allowed,Small room
2796300,1,arts,allowed,Auditorium
2796301,2,arts,allowed,Auditorium
2796302,3,arts,allowed,Auditorium
2796357,1,bio-chemistry,allowed,Small room
2796358,2,bio-chemistry,allowed,Small room
2796359,3,bio-chemistry,allowed,Small room
2796361,1,zoology,allowed,Medium room
2796362,2,zoology,allowed,Medium room
2796377,1,computer application,allowed,Medium room
2796378,2,computer application,allowed,Medium room
2796379,3,computer application,allowed,Medium room
2796396,1,chemistry,allowed,Medium room
2796397,1,chemistry,allowed,Medium room
2796398,2,chemistry,allowed,Medium room
2796399,2,chemistry,allowed,Medium room
2796400,3,chemistry,allowed,Medium room
2796401,3,chemistry,allowed,Medium room
2796418,1,information technology,not allowed,not assigned
2796419,2,information technology,allowed,Small room
2796434,1,english,allowed,Large room
2796435,1,english,allowed,Large room
2796436,2,english,allowed,Large room
2796437,2,english,allowed,Large room
2796438,3,english,allowed,Large room
2796439,3,english,allowed,Large room
2796543,1,education,allowed,Large room
2796567,1,coumputer science,allowed,Medium room
2796568,2,coumputer science,allowed,Medium room
2796569,3,coumputer science,allowed,Medium room
2796570,4,coumputer science,allowed,Medium room
2796580,2,nursing,allowed,Medium room
2796584,4,nursing,allowed,Medium room
2796579,1,nursing,allowed,Medium room
2796583,3,nursing,allowed,Medium room
2796582,2,nursing,allowed,Medium room
2796581,1,nursing,allowed,Medium room
2796606,1,mass relation,not allowed,not assigned
2796607,2,mass relation,not allowed,not assigned
2796610,1,em,not allowed,not assigned
2796611,2,em,not allowed,not assigned
2796612,3,em,not allowed,not assigned
2796613,1,tm,not allowed,not assigned
2796614,2,tm,not allowed,not assigned
2796615,3,tm,not allowed,not assigned
2796616,1,general,allowed,Medium room
2796617,2,general,allowed,Medium room
2796618,3,general,allowed,Medium room
2796656,4,english,allowed,Large room
2796663,1,economics,allowed,Medium room
2796664,2,economics,allowed,Medium room
2796679,1,political science,allowed,Small room
2796680,2,political science,allowed,Small room
2796686,1,refactoring,not allowed,not assigned
2796687,2,refactoring,not allowed,not assigned
2796688,3,refactoring,not allowed,not assigned
2796689,4,refactoring,not allowed,not assigned
2796702,1,computer science,allowed,Medium room
2796703,2,computer science,allowed,Medium room
2796704,3,computer science,allowed,Medium room
2796756,1,education,allowed,Large room
2796757,2,education,allowed,Large room
2796769,1,management,allowed,Medium room
2796770,2,management,allowed,Medium room
2796771,3,management,allowed,Medium room
2796772,1,music vocal,not allowed,not assigned
2796773,2,music vocal,not allowed,not assigned
2796774,3,music vocal,not allowed,not assigned
2796783,1,political science,allowed,Small room
2796784,2,political science,allowed,Small room
2796785,3,political science,allowed,Small room
2796786,1,computers (ug),not allowed,not assigned
2796787,2,computers (ug),not allowed,not assigned
2796788,3,computers (ug),not allowed,not assigned
2796789,1,economics,allowed,Medium room
2796790,2,economics,allowed,Medium room
2796791,3,economics,allowed,Medium room
2796800,1,hindi,allowed,Small room
2796801,2,hindi,allowed,Small room
2796802,3,hindi,allowed,Small room
2796803,1,computer application,allowed,Medium room
2796804,2,computer application,allowed,Medium room
2796805,3,computer application,allowed,Medium room
2796812,1,nursing,allowed,Medium room
2796813,2,nursing,allowed,Medium room
2796814,3,nursing,allowed,Medium room
2796815,4,nursing,allowed,Medium room
